"TOWNSHIP CON LOT","UTM","DATE CNTR","CASING DIA","WATER","PUMP TEST","WELL USE","SCREEN","WELL","FORMATION"
"GOULBOURN TOWNSHIP CON  02 023","18 435327 5003382 W","2022-10 7681","","","","","","7434762 (Z394880) A361162 P",""
"GOULBOURN TOWNSHIP CON  02 023","18 435086 5002821 L","1999-10 1558","6    6    ","UK 0085 UK 0123 ","9/75/20/1:","DO ","","1530891 (208474) ","BRWN CLAY STNS 0011 GREY LMSN 0130 "
"GOULBOURN TOWNSHIP CON  02 023","18 435082 5002822 L","2000-10 1558","6    5    ","UK 0030 ","/25/15/1:","DO ","","1531490 (224693) ","BRWN CLAY SNDY STNS 0014 GREY LMSN 0048 "
"GOULBOURN TOWNSHIP CON  02 023","18 435082 5002822 L","2000-09 1558","6    6    ","UK 0032 UK 0084 ","12/25/12/1:","DO ","","1531409 (220938) ","BRWN CLAY PCKD 0011 GREY LMSN HARD 0100 "
"GOULBOURN TOWNSHIP CON  02 023","18 435086 5002821 L","1997-11 1558","6    6    ","UK 0029 UK 0081 ","13/85/10/1:0","DO ","","1529710 (182712) ","BRWN LOAM ROCK FCRD 0006 GREY LMSN HARD 0090 "
"GOULBOURN TOWNSHIP CON  02 023","18 435082 5002822 L","2001-09 1558","5    6    ","UK 0028 UK 0063 ","10/30/20/1:0","DO ","","1532316 (230241) ","BRWN CLAY 0012 GREY LMSN 0070 "
"GOULBOURN TOWNSHIP CON  02 023","18 435415 5003212 W","2001-10 1558","6    21   ","UK 0027 UK 0092 ","17/40/12/1:0","DO ","","1532396 (230286) ","BRWN LOAM FCRD ROCK 0005 GREY LMSN HARD 0100 "
"GOULBOURN TOWNSHIP CON  02 023","18 435431 5003022 W","1976-07 1558","6    6    ","FR 0190 ","/25/50/1:0","DO ","","1515517 () ","BRWN SAND FILL 0001 BRWN CLAY 0005 GREY HPAN 0009 GREY LMSN HARD 0171 GREY SNDS HARD 0190 "
"GOULBOURN TOWNSHIP CON  02 023","18 435831 5002592 W","1970-01 1503","5    5    ","FR 0125 ","25/35/10/1:0","DO ","","1510545 () ","BRWN FILL SILT 0003 GREY LMSN 0127 "
"GOULBOURN TOWNSHIP CON  02 023","18 435530 5003021 W","1981-06 1558","6    6    ","FR 0104 ","1/15/100/1:0","DO ","","1517616 () ","BRWN CLAY 0004 BRWN HPAN 0007 GREY LMSN 0105 "
"GOULBOURN TOWNSHIP CON  02 023","18 435630 5002921 W","1981-06 1558","6    6    ","FR 0070 ","4/50/8/1:0","DO ","","1517615 () ","BRWN CLAY 0006 BRWN HPAN BLDR 0010 GREY LMSN 0075 "
"GOULBOURN TOWNSHIP CON  02 023","18 435730 5002921 W","1981-06 1558","6    6    ","FR 0071 ","10/25/16/1:0","DO ","","1517617 () ","BRWN CLAY 0007 BRWN HPAN 0011 GREY LMSN 0075 "
"GOULBOURN TOWNSHIP CON  02 023","18 435086 5002821 L","1986-08 4875","6    6    ","FR 0042 FR 0082 ","4/90/5/1:0","DO ","","1522022 (NA) ","BRWN SAND CLAY 0003 GREY LMSN SHLE LYRD 0102 "
"GOULBOURN TOWNSHIP CON  02 024","18 435459 5003277 W","2018-06 7241","1.59 ","","","TH MO ","0010 4  ","7318396 (Z286637) A215791","BRWN LOAM 0001 GREY GRVL 0003 BRWN SAND SILT 0005 GREY LMSN 0015 "
"GOULBOURN TOWNSHIP CON  02 024","18 435508 5003290 W","2018-06 7241","1.59 ","","","TH MO ","0007 6  ","7318395 (Z286661) A215814","BRWN LOAM 0001 GREY GRVL 0003 BRWN SAND SILT 0006 GREY LMSN 0013 "
"GOULBOURN TOWNSHIP CON  02 024","18 435472 5003081 W","2021-11 7681","6.25 5.94 ","UT 0055 UT 0230 ","14/29/20/1:0","DO ","","7410530 (Z364893) A318615","CLAY SNDY 0006 GREY LMSN 0055 GREY LMSN 0187 GREY LMSN SNDS 0230 GREY LMSN SNDS 0240 "
"GOULBOURN TOWNSHIP CON  02 024","18 435527 5002975 W","2006-04 1119","6.25 ","0124 0187 ","2/6/20/1:0","DO ","","1536383 (Z39981) A036168","CLAY BLDR 0006 GREY LMSN 0120 GREY SNDS LMSN 0193 "
"GOULBOURN TOWNSHIP CON  02 024","18 435795 5002541 W","2008-10 6907","","","15///:",""," ","7119096 (Z87109) A017477","0086 "
"GOULBOURN TOWNSHIP CON  02 024","18 435530 5003228 L","2000-11 1558","6    6    ","UK 0100 ","13/60/10/1:","DO ","","1531657 (224697) ","BRWN CLAY PCKD 0008 GREY LMSN LYRD 0014 GREY LMSN 0115 "
"GOULBOURN TOWNSHIP CON  02 024","18 435534 5003228 L","1989-06 1558","6    6    5    ","FR 0198 ","3/20/20/1:0","DO ","","1523490 (50809) ","BRWN LOAM STNS 0002 GREY LMSN 0140 GREY LMSN SAND LYRD 0170 GREY SNDS LYRD 0200 "
"GOULBOURN TOWNSHIP CON  02 024","18 435534 5003228 L","1985-10 4875","6    6    ","FR 0102 FR 0143 ","5/145/4/1:0","CO ","","1520171 () ","BRWN CLAY SNDY STNS 0008 GREY SHLE 0010 GREY LMSN 0127 SNDS 0133 GREY LMSN 0141 SNDS 0143 GREY LMSN 0158 "
"GOULBOURN TOWNSHIP CON  02 024","18 435534 5003228 L","1985-10 3644","6    6    ","FR 0060 FR 0130 ","8/130/6/1:0","CO ","","1520272 () ","GREY CLAY GRVL 0005 GREY LMSN 0135 "
"GOULBOURN TOWNSHIP CON  02 024","18 435534 5003228 L","1987-07 1558","6    6    ","FR 0095 ","4/50/12/1:0","DO ","","1521853 (19319) ","BRWN CLAY 0008 GREY LMSN 0022 GREY LMSN MGRD 0100 "
"GOULBOURN TOWNSHIP CON  02 024","18 435534 5003228 L","1987-06 3644","6    6    ","FR 0035 FR 0080 ","8/60/8/1:0","DO CO ","","1521588 (08524) ","GREY CLAY 0002 GREY LMSN 0085 "
"GOULBOURN TOWNSHIP CON  02 025","18 436436 5003254 W","2018-04 6364","","UT 0004 ","",""," ","7309882 (Z277068) A240796",""
"GOULBOURN TOWNSHIP CON  02 025","18 435485 5004213 W","2024-06 7681","","","","","","7486043 (Z427204) A401889 P",""
"GOULBOURN TOWNSHIP CON  02 025","18 435522 5004251 W","2009-05 1119","6    6    ","UT 0055 UT 0069 UT 0073 ","6/16/20/1:0","DO "," ","7123927 (Z94580) A066511","CLAY 0015 GREY LMSN 0084 "
"GOULBOURN TOWNSHIP CON  02 025","18 435933 5003720 L","1994-08 1558","6    6    ","UK 0215 UK 0286 ","11/25/8/1:0","DO ","","1528204 (147720) ","BRWN SAND 0004 BRWN CLAY STNS 0012 GREY HPAN BLDR 0023 GREY LMSN 0165 GREY SNDS 0298 "
"GOULBOURN TOWNSHIP CON  02 222","18 435301 5004336 W","2002-08 1558","6    5    ","UK 0111 ","13/50/12/1:0","DO ST ","","1533080 (250380) ","BRWN CLAY STNS PCKD 0008 GREY LMSN 0125 "
"GOULBOURN TOWNSHIP CON  024","18   W","1998-11 1558","6    6    ","UK 0074 UK 0086 ","17/25/15/1:","ST ","","1530330 (194783) ","BRWN SAND LOAM STNS 0011 GREY LMSN 0090 "
"GOULBOURN TOWNSHIP CON  03 ","18 434425 5003382 W","2018-10 4877","6.25 6.05 ","UT 0078 0092 ","11/15/20/1:0","DO "," ","7322061 (Z292431) A236912","BRWN CLAY STNS PCKD 0016 GREY LMSN HARD 0101 "
"GOULBOURN TOWNSHIP CON  03 ","18 434331 5004098 W","2001-04 1558","6    6    ","UK 0067 ","9/30/30/1:","DO ","","1531857 (230057) ","BRWN CLAY STNS 0015 GREY LMSN HARD 0075 "
"GOULBOURN TOWNSHIP CON  03 ","18 434318 5003903 W","2001-04 1558","","","","","","1531858 (230058) ",""
"GOULBOURN TOWNSHIP CON  03 001","18 423747 4995828 W","1978-06 1558","6    6    ","FR 0172 ","10/35/75/1:0","DO ","","1516519 () ","BRWN CLAY STNS LOOS 0005 GREY LMSN MGRD 0122 GREY SNDS HARD 0175 "
"GOULBOURN TOWNSHIP CON  03 001","18 423409 4995449 W","1987-08 3644","6    6    ","FR 0057 ","8/30/30/1:0","DO ","","1522063 (08621) ","GREY CLAY 0005 GREY LMSN 0065 "
"GOULBOURN TOWNSHIP CON  03 001","18 423926 4995220 L","1989-03 1558","6    6    ","FR 0143 ","50/90/20/1:0","DO ","","1523364 (50695) ","GREY GRVL STNS 0003 GREY LMSN MGRD SOFT 0150 "
"GOULBOURN TOWNSHIP CON  03 002","18 424564 5013781 W","2008-11 1119","6    5.94 ","UT 0213 ","15/116/5/1:","DO "," ","7118468 (Z90242) A079338","SAND 0006 GREY LMSN 0220 "
"GOULBOURN TOWNSHIP CON  03 002","18 424181 4996222 W","1969-04 1503","5    5    ","FR 0087 ","12/43/10/1:0","ST ","","1510049 () ","SAND GRVL 0008 LMSN 0060 SNDS 0090 "
"GOULBOURN TOWNSHIP CON  03 002","18 424372 4995606 L","1981-05 1558","6    6    ","FR 0045 FR 0062 ","9/20/20/1:0","DO ","","1517751 () ","BRWN CLAY PCKD 0006 GREY CLAY SOFT 0012 GREY HPAN BLDR PCKD 0016 BRWN LMSN MGRD 0032 GREY LMSN MGRD HARD 0065 "
"GOULBOURN TOWNSHIP CON  03 002","18 423956 4995847 W","1965-04 1503","5    5    ","FR 0067 ","21/25/10/1:0","ST DO ","","1502402 () ","HPAN BLDR 0011 LMSN 0069 "
"GOULBOURN TOWNSHIP CON  03 003","18 424490 4996313 W","2017-08 1119","6.25 6    ","UT 0119 UT 0167 ","4/53/15/1:0","DO "," ","7296273 (Z262358) A187005","SAND GRVL 0008 GREY LMSN 0119 GREY LMSN 0127 GREY SNDS LMSN 0167 GREY SNDS LMSN 0180 "
"GOULBOURN TOWNSHIP CON  03 003","18 435160 5003544 W","2008-10 1119","6.25 6.01 ","UT 0032 UT 0038 UT 0045 ","9/10/20/1:0","DO "," ","7115343 (Z90182) A079320","CLAY SNDY 0016 GREY LMSN 0080 "
"GOULBOURN TOWNSHIP CON  03 003","18 424461 4996262 W","1971-07 3644","5    ","FR 0076 ","26/70/5/1:0","DO ","","1511447 () ","BRWN CLAY GRVL 0010 GREY LMSN 0076 "
"GOULBOURN TOWNSHIP CON  03 004","18 425065 4996860 W","1974-06 3644","5    ","FR 0095 ","5/60/6/1:0","DO ","","1514207 () ","GREY GRVL 0005 GREY LMSN 0095 "
"GOULBOURN TOWNSHIP CON  03 004","18 424894 4996832 W","1975-11 3504","6    ","FR 0103 FR 0115 ","1/40/8/1:0","DO ","","1515111 () ","SAND 0005 GREN LMSN 0115 "
"GOULBOURN TOWNSHIP CON  03 004","","1978-05 1558","","","","","","1516510 (NA)  P",""
"GOULBOURN TOWNSHIP CON  03 005","18 425648 4997433 W","2021-04 7681","6.25 6.11 ","UT 0132 ","15/18/20/1:0","DO ","","7389463 (Z355091) A318413","SAND CLAY STNS 0010 GREY LMSN 0105 GREY LMSN 0132 GREY LMSN 0139 "
"GOULBOURN TOWNSHIP CON  03 005","18 425787 4996811 L","2000-03 1558","6    5    ","UK 0093 ","15/75/7/1:","DO ","","1531068 (208547) ","BRWN LOAM 0002 GREY LMSN SNDS LYRD 0125 "
"GOULBOURN TOWNSHIP CON  03 005","18 425784 4996812 L","2000-07 1558","6    6    ","UK 0045 UK 0088 ","8/30/7/1:","DO ","","1531306 (208629) ","BRWN CLAY PCKD 0012 GREY CLAY STKY 0030 GREY LMSN HARD 0100 "
"GOULBOURN TOWNSHIP CON  03 006","18 427045 4997131 W","2006-07 1558","6.23 ","0088 ","3/3/12/4:0","DO ","","1536626 (Z47016) A041915","BRWN LOAM STNS 0004 GREY LMSN 0090 "
"GOULBOURN TOWNSHIP CON  03 006","18 423337 5016176 W","2002-05 1119","8    6    6    ","UK 0031 UK 0042 ","2/40/30/1:0","DO ","","1532934 (237884) ","GRVL 0009 GREY LMSN 0050 "
"GOULBOURN TOWNSHIP CON  03 006","18 425830 4997521 W","1976-06 1558","6    6    ","FR 0050 FR 0090 ","8/25/75/1:0","ST ","","1515405 () ","BRWN GRVL FILL LOOS 0004 GREY LMSN SOFT 0098 "
"GOULBOURN TOWNSHIP CON  03 006","18 425811 4997622 W","1977-07 1558","6    6    ","FR 0075 FR 0150 FR 0188 ","4/160/45/1:0","DO ","","1516049 () ","BRWN SAND GRVL FILL 0004 BRWN SAND CLAY BLDR 0006 GREY LMSN 0112 GREY SNDS HARD 0190 "
"GOULBOURN TOWNSHIP CON  03 006","18 425732 4997561 W","1987-12 3644","6    6    ","FR 0120 ","20/80/12/1:0","DO ","","1522058 (08683) ","GREY CLAY GRVL 0004 GREY LMSN 0125 "
"GOULBOURN TOWNSHIP CON  03 007","","2004-09 6574","1.97 5.90 ","","","NU ","0005 5  ","1535246 (Z03585) A003488","GREY HPAN STNS PCKD 0010 "
"GOULBOURN TOWNSHIP CON  03 007","18 426731 4997621 L","1989-09 3644","6    65   ","FR 0058 ","15/30/15/1:0","DO ","","1524128 (56494) ","GREY LMSN STNS 0030 GREY LMSN 0063 "
"GOULBOURN TOWNSHIP CON  03 007","","1979-05 1558","","","","","","1516984 (NA)  P",""
"GOULBOURN TOWNSHIP CON  03 007","","1978-06 3644","","","","","","1516564 (NA)  P",""
"GOULBOURN TOWNSHIP CON  03 008","18 426831 4998122 W","1977-10 3644","6    ","FR 0045 FR 0060 ","6/25/20/1:0","ST DO ","","1516338 () ","GREY CLAY STNS 0016 GREY LMSN 0062 "
"GOULBOURN TOWNSHIP CON  03 008","18 427131 4998402 W","1977-09 3644","6    ","FR 0120 ","0/20/20/1:0","ST ","","1516320 () ","GREY SAND 0002 GREY LMSN 0125 "
"GOULBOURN TOWNSHIP CON  03 008","18 427331 4998162 W","1948-08 4824","4    4    ","FR 0075 ","20///1:0","ST ","","1502403 () ","GRVL 0010 LMSN 0075 "
"GOULBOURN TOWNSHIP CON  03 008","18 426951 4997972 W","1955-10 2415","6    6    ","FR 0038 ","/36/5/2:0","DO ","","1502404 () ","LOAM 0001 MSND 0003 GREY LMSN 0044 "
"GOULBOURN TOWNSHIP CON  03 008","18 427348 4998292 W","1959-07 1301","5    5    ","FR 0085 ","10/20/20/1:0","DO ","","1502405 () ","CLAY MSND STNS 0020 LMSN 0126 "
"GOULBOURN TOWNSHIP CON  03 009","18 427927 4997882 W","2014-07 1119","6.25 6    ","UT 0110 ","9/42/20/1:0","DO "," ","7226532 (Z166968) A144812","CLAY 0003 GREY LMSN 0110 GREY LMSN 0120 "
"GOULBOURN TOWNSHIP CON  03 009","18 427920 4997884 W","2022-09 7681","","","","","","7434751 (Z394856) A361180 P",""
"GOULBOURN TOWNSHIP CON  03 009","18 427819 4998106 W","2006-09 1119","6.25 ","0254 ","10/35/13/1:0","DO ","","1536722 (Z48719) A043500","CLAY SNDY 0003 GREY LMSN 0200 WHIT SNDS 0260 "
"GOULBOURN TOWNSHIP CON  03 009","18 427683 4998417 L","2002-11 1558","6    6    ","UK 0141 ","9/75/15/1:0","DO ","","1533393 (250514) ","BRWN HPAN BLDR PCKD 0012 GREY HPAN BLDR PCKD 0016 GREY LMSN 0173 "
"GOULBOURN TOWNSHIP CON  03 009","18 427821 4998272 W","1963-04 3503","6    6    ","FR 0085 ","14/35/10/0:30","ST DO ","","1502406 () ","CLAY 0013 LMSN 0100 "
"GOULBOURN TOWNSHIP CON  03 010","18 426133 5001802 W","2006-10 1119","8    0.49 ","0045 0120 ","","","0020 10 0051 5  0070 10 0099 10 0125 10 ","7045771 (Z64705) A052457","SNDY 0026 SNDS 0150 "
"GOULBOURN TOWNSHIP CON  03 010","18 427927 4999423 W","1991-09 3644","6    6    ","FR 0038 ","7/30/14/1:0","DO ST ","","1525677 (92087) ","GREY SAND GRVL 0007 GREY LMSN 0043 "
"GOULBOURN TOWNSHIP CON  03 010","18 428665 4998609 W","1993-07 6761","6    6    ","UK 0076 ","5/75/10/1:0","DO ","","1527381 (76736) ","GREY SAND 0005 GREY CLAY 0010 GREY LMSN 0083 "
"GOULBOURN TOWNSHIP CON  03 010","18 427930 4998921 W","1984-09 3644","6    6    ","FR 0120 ","2/40/30/1:0","DO ","","1519306 () ","GREY CLAY HPAN STNS 0012 GREY LMSN 0115 WHIT SNDS 0125 "
"GOULBOURN TOWNSHIP CON  03 011","18 428635 4999215 L","2000-07 1558","","","","","","1531304 (220864)  A",""
"GOULBOURN TOWNSHIP CON  03 011","18 428635 4999215 L","2000-07 1558","6    6    ","UK 0070 ","18/60/6/1:","DO ","","1531305 (220863) ","BRWN SAND CLAY BLDR 0011 GREY LMSN HARD 0090 "
"GOULBOURN TOWNSHIP CON  03 011","18 428891 4998662 W","1969-08 3644","5    ","FR 0083 ","21/24/10/1:0","DO ","","1510156 () ","GREY CLAY STNS 0015 GREY LMSN 0085 "
"GOULBOURN TOWNSHIP CON  03 011","18 428331 4999762 W","1970-08 3644","5    ","FR 0060 ","4/20/15/1:0","DO ","","1510803 () ","GREY CLAY GRVL 0011 GREY LMSN 0060 "
"GOULBOURN TOWNSHIP CON  03 011","18 428791 4998792 W","1971-08 3644","5    ","FR 0070 ","0/10/21/1:0","DO ","","1511433 () ","GREY CLAY 0009 GREY LMSN 0070 "
"GOULBOURN TOWNSHIP CON  03 011","18 428639 4999214 L","1985-06 3644","6    6    ","FR 0085 FR 0120 ","15/80/8/1:0","DO ","","1519696 () ","GREY CLAY 0003 GREY HPAN GRVL 0014 GREY LMSN 0125 "
"GOULBOURN TOWNSHIP CON  03 012","18 428564 4999752 W","1993-12 3644","6    6    ","UK 0060 UK 0078 ","20/50/12/1:0","DO ST ","","1527648 (111987) ","GREY GRVL 0003 GREY LMSN 0083 "
"GOULBOURN TOWNSHIP CON  03 012","18 429120 4999610 L","1988-06 1558","6    6    ","FR 0047 ","20/30/30/1:0","DO ","","1522441 (32905) ","BRWN SAND FILL 0003 BRWN CLAY PCKD 0010 BRWN HPAN BLDR PCKD 0015 GREY LMSN 0055 "
"GOULBOURN TOWNSHIP CON  03 013","18 429778 5000899 W","1991-10 3644","6    6    ","FR 0076 ","25/75/20/1:0","DO ","","1525896 (92132) ","GREY HPAN GRVL 0004 GREY LMSN 0083 "
"GOULBOURN TOWNSHIP CON  03 013","18 429582 5000005 L","1988-08 3644","6    6    ","FR 0072 FR 0097 ","15/60/20/1:0","DO ","","1522740 (27072) ","GREY GRVL 0004 GREY LMSN SHLY 0103 "
"GOULBOURN TOWNSHIP CON  03 014","18 429756 5000697 W","2017-06 1119","6.25 6    ","UT 0104 UT 0133 ","30/68/10/1:","DO "," ","7292144 (Z237471) A229212","CLAY BLDR SNDY 0007 BLCK SHLE LMSN 0104 BLCK SHLE LMSN 0133 BLCK SHLE LMSN 0140 "
"GOULBOURN TOWNSHIP CON  03 014","18 429768 5000644 W","2017-05 1119","6.25 6    ","UT 0062 UT 0134 ","31/38/10/1:","DO "," ","7287921 (Z237354) A207601","CLAY GRVL 0007 GREY LMSN 0062 GREY LMSN 0134 GREY LMSN 0141 "
"GOULBOURN TOWNSHIP CON  03 014","18 429680 5000663 W","2001-09 1558","6    6    ","UK 0077 ","18/45/12/1:0","DO ","","1532320 (230268) ","BRWN LOAM STNS 0006 GREY LMSN LYRD MUCK 0090 "
"GOULBOURN TOWNSHIP CON  03 014","18 430056 5000398 L","2003-09 1119","6    6    ","UK 0116 ","4/110/10/1:0","DO ","","1534134 (265588) ","SAND 0003 GREY LMSN 0121 "
"GOULBOURN TOWNSHIP CON  03 014","18 429656 5000822 W","1976-10 3644","6    ","FR 0145 ","15/25/15/1:0","DO ","","1515821 () ","GREY CLAY GRVL 0003 GREY LMSN 0145 "
"GOULBOURN TOWNSHIP CON  03 014","18 432915 5003700 W","1991-10 3644","6    6    ","FR 0077 ","20/75/12/1:0","DO ","","1525894 (92102) ","GREY SHLE 0006 GREY LMSN 0083 "
"GOULBOURN TOWNSHIP CON  03 015","18 429831 5000972 W","1975-07 3658","6    ","FR 0040 FR 0071 ","9/30/10/2:20","DO ","","1515009 () ","BRWN CLAY SOFT 0012 GREY LMSN HARD 0074 "
"GOULBOURN TOWNSHIP CON  03 015","18 430848 5000240 W","2010-04 1119","6    6    ","UT 0030 UT 0056 UT 0094 ","3/6/20/1:0","DO "," ","7145864 (Z108324) A095933","SAND CLAY GRVL 0026 GREY LMSN 0100 "
"GOULBOURN TOWNSHIP CON  03 015","18 430341 5001456 W","2010-04 1119","6    6    ","UT 0154 ","2/14/20/1:0","DO "," ","7145865 (Z108323) A095934","LOAM 0001 GREY LMSN 0161 "
"GOULBOURN TOWNSHIP CON  03 016","18 430446 5001535 W","1990-07 3644","6    6    ","FR 0060 FR 0096 ","1/30/30/1:0","DO ","","1524840 (68426) ","GREY CLAY HPAN SAND 0019 GREY HPAN STNS 0027 GREY LMSN 0102 "
"GOULBOURN TOWNSHIP CON  03 017","18 431344 5002312 W","2003-02 1119","8    6    6    ","UK 0113 UK 0278 ","4/280/20/1:0","DO ","","1533580 (248871) ","BLUE CLAY 0041 SAND BLDR 0047 GREY LMSN 0230 GREY LMSN SNDS 0301 "
"GOULBOURN TOWNSHIP CON  03 017","18 431311 5002290 W","2003-02 1119","8    6    6    ","UK 0049 UK 0052 UK 0056 ","3/50/12/1:0","DO ","","1533574 (248872) ","SAND CLAY 0038 SAND 0042 GREY LMSN 0061 "
"GOULBOURN TOWNSHIP CON  03 017","18 431141 5002092 W","1958-05 1301","6    6    ","FR 0081 ","8/10/6/0:30","DO ","","1502407 () ","OBDN 0010 GREY LMSN 0081 "
"GOULBOURN TOWNSHIP CON  03 018","18 431897 5002000 L","1999-11 1558","6    6    ","UK 0258 ","28/170/10/1:","DO ","","1530921 (208499) ","BRWN SAND 0004 GREY SAND WBRG 0007 GREY CLAY STKY 0035 GREY SAND GRVL BLDR 0055 GREY LMSN HARD 0140 GREY SNDS HARD 0270 "
"GOULBOURN TOWNSHIP CON  03 018","18 431848 5002813 W","1989-04 3644","6    6    ","FR 0069 ","6/30/20/1:0","DO ","","1523647 (49922) ","GREY CLAY 0050 GREY LMSN 0075 "
"GOULBOURN TOWNSHIP CON  03 019","18 432051 5003029 W","2018-07 1119","6.25 6.25 ","UT 0073 ","14/16/20/1:","DO "," ","7318079 (Z276984) A252856","CLAY SNDY 0010 GREY LMSN 0200 "
"GOULBOURN TOWNSHIP CON  03 019","18 432356 5002408 L","1990-07 1558","6    6    ","UK 0050 UK 0084 ","10/40/20/1:0","DO ","","1524746 (80332) ","BRWN SAND PCKD 0003 GREY SAND PCKD 0016 GREY LMSN MGRD 0090 "
"GOULBOURN TOWNSHIP CON  03 019","18 432011 5002562 W","1962-01 1301","5    5    ","FR 0060 ","8/10/8/1:0","ST DO ","","1502408 () ","CLAY 0002 MSND 0026 GREY LMSN 0060 "
"GOULBOURN TOWNSHIP CON  03 020","18 432824 5002468 W","2024-11 7681","","","","","","7493226 (Z421875) A395697 P",""
"GOULBOURN TOWNSHIP CON  03 020","18 432856 5002521 W","2006-12 1119","6.25 ","0028 0038 0052 ","3/6/20/1:0","DO ","","7040907 (Z55592) A052476","SAND BLDR 0011 GREY LMSN 0061 "
"GOULBOURN TOWNSHIP CON  03 020","18 433135 5002401 W","2005-10 1119","6.25 ","0039 0052 ","12/31/20/1:","DO ","","1536011 (Z30835) A036052","SAND 0013 GREY LMSN 0062 "
"GOULBOURN TOWNSHIP CON  03 020","18 432933 5002391 W","2006-09 1119","6.25 ","0061 0072 ","8/13/7/1:0","DO ","","1536737 (Z48659) A036080","SAND 0010 LMSN 0081 "
"GOULBOURN TOWNSHIP CON  03 020","18 433074 5002476 W","2007-11 1119","5.99 ","0052 ","9/21/20/1:0","DO ","","7053849 (Z61158) A059602","SAND GRVL 0014 GREY LMSN 0060 "
"GOULBOURN TOWNSHIP CON  03 020","18 432901 5002339 W","2006-03 1119","6.25 ","0064 ","7/12/20/1:","DO ","","1536280 (Z39917) A036066","SAND CLAY 0014 GREY LMSN 0070 "
"GOULBOURN TOWNSHIP CON  03 020","18 432985 5002181 W","2005-08 1119","6.25 ","0048 0051 0053 ","16/35/20/1:0","DO ","","1535802 (Z30819) A028776","SAND 0024 GREY LMSN 0062 "
"GOULBOURN TOWNSHIP CON  03 020","18 433143 5002267 W","2005-08 1119","6.25 ","0039 0051 0053 ","11/11/20/1:0","DO ","","1535801 (Z30814) A028777","SAND GRVL 0027 GREY LMSN 0060 "
"GOULBOURN TOWNSHIP CON  03 020","18 432828 5002834 L","1994-06 3644","6    6    ","UK 0057 ","6/40/20/1:0","DO ","","1528122 (137462) ","GREY CLAY FILL 0003 RED  SAND 0006 GREY HPAN 0015 GREY LMSN 0063 "
"GOULBOURN TOWNSHIP CON  03 020","18 434917 5003796 W","2000-10 1119","9    6    6    ","FR 0181 ","8/100/30/1:","DO ","","1531696 (222866) ","SAND GRVL 0029 GREY LMSN 0187 "
"GOULBOURN TOWNSHIP CON  03 020","18 432824 5002834 L","2003-08 1119","6    6    ","UK 0172 ","50/170/5/1:0","DO ","","1534049 (248895) ","GREY SAND 0027 GREY LMSN 0170 WHIT SNDS 0181 "
"GOULBOURN TOWNSHIP CON  03 020","18 432962 5002564 W","2013-07 1119","6.25 6    ","UT 0102 UT 0154 UT 0172 ","5/8/15/1:","DO "," ","7206684 (Z155154) A144753","SAND 0014 GREY LMSN 0102 GREY LMSN 0154 GREY LMSN 0172 GREY LMSN 0180 "
"GOULBOURN TOWNSHIP CON  03 020","18 433204 5002316 W","2011-06 4877","9.88 6.25 6.11 ","UT 0079 UT 0194 ","17/37/17/1:","DO "," ","7166315 (Z126754) A117363","BRWN CLAY STNS PCKD 0006 GREY CLAY SAND PCKD 0038 GREY LMSN SNDS HARD 0184 GREY SNDS HARD 0201 "
"GOULBOURN TOWNSHIP CON  03 020","18 432828 5002834 L","1991-10 3644","6    6    ","FR 0040 ","12/60/6/1:0","DO ","","1525899 (92106) ","GREY SAND 0004 GREY ROCK FCRD 0008 GREY LMSN 0063 "
"GOULBOURN TOWNSHIP CON  03 020","18 432772 5003307 W","1993-11 3644","6    6    ","UK 0060 UK 0112 UK 0120 ","1/40/97/1:0","DO ","","1527599 (76824) ","GREY HPAN GRVL 0010 GREY LMSN 0185 GREY SNDS LYRD 0218 "
"GOULBOURN TOWNSHIP CON  03 020","18 432828 5002834 L","1991-10 3644","6    6    ","FR 0095 ","11/60/50/1:0","DO ","","1525897 (92108) ","GREY SAND 0006 GREY HPAN GRVL FCRD 0036 GREY LMSN 0100 "
"GOULBOURN TOWNSHIP CON  03 020","18 432828 5002834 L","1991-10 3644","6    6    ","FR 0095 ","12/80/15/1:0","DO ","","1525898 (92107) ","GREY SAND 0006 GREY HPAN FCRD GRVL 0015 GREY LMSN 0103 "
"GOULBOURN TOWNSHIP CON  03 020","18 432947 5003823 W","1993-07 3644","6    6    ","FR 0058 ","5/30/15/1:0","DO ","","1527342 (76749) ","GREY SAND 0009 GREY HPAN 0014 GREY LMSN 0063 "
"GOULBOURN TOWNSHIP CON  03 020","18 432946 5003167 W","1993-08 3644","6    6    ","UK 0055 UK 0135 UK 0215 ","0/60/100/1:0","DO ","","1527416 (76772) ","GREY LOAM SAND 0010 GREY LMSN 0189 GREY SNDS GRVL 0220 "
"GOULBOURN TOWNSHIP CON  03 020","18 432929 5003165 W","1992-09 3644","6    6    ","UK 0050 UK 0118 ","6/100/15/1:0","DO ","","1526532 (111906) ","GREY SAND 0009 GREY LMSN 0123 "
"GOULBOURN TOWNSHIP CON  03 020","18 432927 5003161 W","1992-09 3644","6    6    ","FR 0056 ","0/40/20/1:0","DO ","","1526531 (111907) ","GREY SAND 0010 GREY LMSN 0063 "
"GOULBOURN TOWNSHIP CON  03 020","18 432191 5003132 W","1967-06 3503","5    ","FR 0022 ","8/12/5/1:0","DO ","","1502410 () ","LOAM BLDR 0020 GRVL 0022 "
